timestamp,actual,predicted
2024-12-17 00:00:00,-0.32486197,-0.32486197
2024-12-17 00:30:00,-0.27726758,-0.27726758
2024-12-17 01:00:00,-0.26511082,-0.26511082
2024-12-17 01:30:00,-0.33817428,-0.33817428
2024-12-17 02:00:00,-0.1740728,-0.1740728
2024-12-17 02:30:00,-0.14328949,-0.14328949
2024-12-17 03:00:00,-0.17869437,-0.17869437
2024-12-17 03:30:00,-0.18237361,-0.18237361
2024-12-17 04:00:00,-0.12729411,-0.12729411
2024-12-17 04:30:00,-0.18324901,-0.18324901
2024-12-17 05:00:00,-0.030783439,-0.030783439
2024-12-17 05:30:00,0.10464649,0.10464649
2024-12-17 06:00:00,0.30848446,0.30848446
2024-12-17 06:30:00,0.27237988,0.27237988
2024-12-17 07:00:00,0.23715019,0.23715019
2024-12-17 07:30:00,0.33891937,0.33891937
2024-12-17 08:00:00,0.26939496,0.26939496
2024-12-17 08:30:00,0.307299,0.307299
2024-12-17 09:00:00,0.42927,0.42927
2024-12-17 09:30:00,0.36934835,0.36934835
2024-12-17 10:00:00,0.40977192,0.40977192
2024-12-17 10:30:00,0.3588331,0.3588331
2024-12-17 11:00:00,0.27811548,0.27811548
2024-12-17 11:30:00,0.31811187,0.31811187
2024-12-17 12:00:00,0.46895748,0.46895748
2024-12-17 12:30:00,0.47186166,0.47186166
2024-12-17 13:00:00,0.38876238,0.38876238
2024-12-17 13:30:00,0.3766334,0.3766334
2024-12-17 14:00:00,0.4314522,0.4314522
2024-12-17 14:30:00,0.53310937,0.53310937
2024-12-17 15:00:00,0.6023019,0.6023019
2024-12-17 15:30:00,0.5193264,0.5193264
2024-12-17 16:00:00,0.42625692,0.42625692
2024-12-17 16:30:00,0.46260193,0.46260193
2024-12-17 17:00:00,0.4211182,0.4211182
2024-12-17 17:30:00,0.37967697,0.37967697
2024-12-17 18:00:00,0.42488873,0.42488873
2024-12-17 18:30:00,0.41839993,0.41839993
2024-12-17 19:00:00,0.34550938,0.34550938
2024-12-17 19:30:00,0.5179414,0.5179414
2024-12-17 20:00:00,0.43563873,0.43563873
2024-12-17 20:30:00,0.4612616,0.4612616
2024-12-17 21:00:00,0.5129077,0.5129077
2024-12-17 21:30:00,0.2546817,0.2546817
2024-12-17 22:00:00,0.106397465,0.106397465
2024-12-17 22:30:00,-0.049621228,-0.049621228
2024-12-17 23:00:00,0.034020964,0.034020964
2024-12-17 23:30:00,0.010091241,0.010091241
